Year,Month,Data_value
2018,5,5459.6
2018,6,5487.4
2018,7,5528.6
2018,8,5575.1
2018,9,5606.9
2018,1,5618.9
2018,11,5618.1
2018,12,5616
2019,1,5626.7
2019,2,5645.5
2019,3,5656.9
2019,4,5647.3
2019,5,5627.7
2019,6,5619.9
2019,7,5625.6
2019,8,5650.6
2019,9,5696
2019,1,5748.8
2019,11,5799.3
2019,12,5843.1
2020,1,5882.1
2020,2,5915.6
2020,3,
2020,4,
2020,5,
2020,6,
2020,7,
2020,8,
2020,9,
2020,1,
2020,11,
2020,12,
2021,1,
2021,2,
2021,3,
2021,4,
2021,5,
2021,6,
2021,7,
2002,1,1933.3
2002,11,1943.2
2002,12,1951.1
2003,1,1956.4
2003,2,1961.2
2003,3,1967.4
2003,4,1976.8
2003,5,1990.8
2003,6,2006.3
2003,7,2022
2003,8,2036
2003,9,2048.6
2003,1,2057.9
2003,11,2065.2
2003,12,2073.2
2004,1,2082.7
2004,2,2095.2
2004,3,2110.4
2004,4,2126.6
2004,5,2142.4
2004,6,2157
2004,7,2170.8
2004,8,2184.4
2004,9,2197
2004,1,2209.1
2004,11,2223.9
2004,12,2242
2005,1,2260.8
2005,2,2276.6
2005,3,2288.7
2005,4,2301.2
2005,5,2315.8
2005,6,2333
2005,7,2349.8
2005,8,2364.5
2005,9,2376.7
2005,1,2388.5
2005,11,2398.8
2005,12,2407.7
2006,1,2416.4
2006,2,2429.6
2006,3,2449.7
2006,4,2473.6
2006,5,2495.4
2006,6,2510.9
2006,7,2523.7
2006,8,2540.4
2006,9,2562
2006,1,2587.2
2006,11,2612.2
2006,12,2634.8
2007,1,2657.1
2007,2,2676.8
2007,3,2693.3
2007,4,2705.8
2007,5,2718.3
2007,6,2735.5
2007,7,2753.7
2007,8,2768.1
2007,9,2777.6
2007,1,2782.2
2007,11,2787
2007,12,2793.7
2008,1,2800.3
2008,2,2803.3
2008,3,2802.6
2008,4,2800.3
2008,5,2800.3
2008,6,2805.4
2008,7,2816.8
2008,8,2830.9
2008,9,2848
2008,1,2867.2
2008,11,2885.8
2008,12,2902
2009,1,2914.2
2009,2,2923.5
2009,3,2934.8
2009,4,2947.9
2009,5,2961.8
2009,6,2973.3
2009,7,2980.2
2009,8,2980.1
2009,9,2977.5
2009,1,2976.2
2009,11,2977.6
2009,12,2983.8
2010,1,2992.8
2010,2,3002
2010,3,3008.9
2010,4,3016.9
2010,5,3024.5
2010,6,3034.9
2010,7,3050.5
2010,8,3070.9
2010,9,3093
2010,1,3114.4
2010,11,3130.2
2010,12,3140.5
2011,1,3151.2
2011,2,3166.6
2011,3,3185
2011,4,3207.3
2011,5,3228.6
2011,6,3246.3
2011,7,3264
2011,8,3283.5
2011,9,3295.8
2011,1,3299.1
2011,11,3298.4
2011,12,3298.9
2012,1,3304.8
2012,2,3317
2012,3,3332.7
2012,4,3347.5
2012,5,3364
2012,6,3382.1
2012,7,3394.7
2012,8,3401.5
2012,9,3405.7
2012,1,3414
2012,11,3428.9
2012,12,3445.1
2013,1,3458.1
2013,2,3465.8
2013,3,3474.5
2013,4,3489.2
2013,5,3509.6
2013,6,3529
2013,7,3543.3
2013,8,3555
2013,9,3571.8
2013,1,3591.9
2013,11,3609.6
2013,12,3620
2014,1,3624.3
2014,2,3631.8
2014,3,3648.3
2014,4,3670.1
2014,5,3692.6
2014,6,3709.5
2014,7,3723.2
2014,8,3737.1
2014,9,3755.6
2014,1,3779
2014,11,3804.3
2014,12,3832.5
2015,1,3857.5
2015,2,3876.9
2015,3,3891.6
2015,4,3901.3
2015,5,3911.1
2015,6,3928.8
2015,7,3955.7
2015,8,3986.8
2015,9,4018.5
2015,1,4047.6
2015,11,4071
2015,12,4092.6
2016,1,4115
2016,2,4135.4
2016,3,4153.7
2016,4,4175.1
2016,5,4199.1
2016,6,4222.6
2016,7,4247.3
2016,8,4267
2016,9,4277.5
2016,1,4283.2
2016,11,4295.9
2016,12,4320.3
2017,1,4357.2
2017,2,4402
2017,3,4441.8
2017,4,4469.1
2017,5,4485.8
2017,6,4493.9
2017,7,4499.3
2017,8,4510.4
2017,9,4533.4
2017,1,4565.9
2017,11,4601
2017,12,4628.6
2018,1,4639.9
2018,2,4639.1
2018,3,4635.3
2018,4,4635.9
2018,5,4645.5
2018,6,4666.4
2018,7,4697.4
2018,8,4734.8
2018,9,4766.8
2018,1,4791.5
2018,11,4813.5
2018,12,4836.1
2019,1,4861.5
2019,2,4881.7
2019,3,4887.6
2019,4,4874.7
2019,5,4856.9
2019,6,4853.2
2019,7,4863.5
2019,8,4889.4
2019,9,4930.9
2019,1,4977.2
2019,11,5020.8
2019,12,5059.9
2020,1,5099
2020,2,5138.4
2020,3,
2020,4,
2020,5,
2020,6,
2020,7,
2020,8,
2020,9,
2020,1,
2020,11,
2020,12,
2021,1,
2021,2,
2021,3,
2021,4,
2021,5,
2021,6,
2021,7,
2002,1,2846.8
2002,11,2857.4
2002,12,2866.7
2003,1,2872.6
2003,2,2875.7
2003,3,2880.2
2003,4,2892.8
2003,5,2916.7
2003,6,2947.4
2003,7,2980.9
2003,8,3013.3
2003,9,3044.6
2003,1,3077.5
2003,11,3112.3
2003,12,3148.6
2004,1,3183.5
2004,2,3215.3
2004,3,3243.9
2004,4,3269.7
2004,5,3293.5
2004,6,3316.7
2004,7,3338.3
2004,8,3360.4
2004,9,3382.6
2004,1,3404.4
2004,11,3428.9
2004,12,3452.9
2005,1,3477.2
2005,2,3501.9
2005,3,3526.9
2005,4,3553.8
2005,5,3581
2005,6,3608.3
2005,7,3636.1
2005,8,3663.9
2005,9,3691.2
2005,1,3715
2005,11,3734.6
2005,12,3754.5
2006,1,3777.9
2006,2,3809.1
2006,3,3848.8
2006,4,3890.7
2006,5,3929.9
2006,6,3959.3
2006,7,3980.2
2006,8,3998.5
2006,9,4020.8
2006,1,4051.3
2006,11,4086.1
2006,12,4123.4
2007,1,4160.4
2007,2,4191.3
2007,3,4218.9
2007,4,4243.1
2007,5,4266.2
2007,6,4290.7
2007,7,4316.2
2007,8,4342.7
2007,9,4372.5
2007,1,4407.9
2007,11,4443.4
2007,12,4467.7
2008,1,4479.6
2008,2,4486.1
2008,3,4492.8
2008,4,4503.4
2008,5,4515.7
2008,6,4532
2008,7,4551.2
2008,8,4567
2008,9,4571.2
2008,1,4557.3
2008,11,4534.2
2008,12,4519.5
2009,1,4520.2
2009,2,4535.5
2009,3,4554.2
2009,4,4570.2
2009,5,4585.8
2009,6,4605.6
2009,7,4629.3
2009,8,4647.5
2009,9,4658.8
2009,1,4667.4
2009,11,4678.6
2009,12,4697.4
2010,1,4717.7
2010,2,4730.8
2010,3,4737.7
2010,4,4745.2
2010,5,4756.6
2010,6,4774.3
2010,7,4798.2
2010,8,4829.5
2010,9,4865.5
2010,1,4903.6
2010,11,4937.4
2010,12,4964.7
2011,1,4993.3
2011,2,5025
2011,3,5055.1
2011,4,5084.4
2011,5,5108.1
2011,6,5125.1
2011,7,5141.8
2011,8,5164.4
2011,9,5187.8
2011,1,5210.5
2011,11,5232
2011,12,5250.6
2012,1,5266.3
2012,2,5285.4
2012,3,5308.7
2012,4,5331.6
2012,5,5355.6
2012,6,5382.1
2012,7,5405.6
2012,8,5425.1
2012,9,5440.1
2012,1,5455.2
2012,11,5476.7
2012,12,5502.4
2013,1,5532.7
2013,2,5561.4
2013,3,5587.9
2013,4,5616.6
2013,5,5651.1
2013,6,5687.2
2013,7,5718.4
2013,8,5742.9
2013,9,5767.4
2013,1,5790.6
2013,11,5817.4
2013,12,5843.3
2014,1,5861.3
2014,2,5876
2014,3,5896.9
2014,4,5920.9
2014,5,5943.1
2014,6,5957.5
2014,7,5970.2
2014,8,5987.5
2014,9,6014.7
2014,1,6045.4
2014,11,6064.9
2014,12,6080
2015,1,6093.9
2015,2,6111.5
2015,3,6137.3
2015,4,6171.4
2015,5,6214.2
2015,6,6263.1
2015,7,6310.4
2015,8,6344.1
2015,9,6365.5
2015,1,6388.6
2015,11,6414.5
2015,12,6436.9
2016,1,6452.2
2016,2,6462.4
2016,3,6477.4
2016,4,6512.6
2016,5,6563.3
2016,6,6610.5
2016,7,6646.3
2016,8,6674.3
2016,9,6706.7
2016,1,6750.7
2016,11,6816.4
2016,12,6896.6
2017,1,6981.4
2017,2,7064.4
2017,3,7131.9
2017,4,7171.7
2017,5,7186.8
2017,6,7188.2
2017,7,7190.2
2017,8,7206.9
2017,9,7249.2
2017,1,7309.5
2017,11,7368.1
2017,12,7415.5
2018,1,7446.1
2018,2,7461.3
2018,3,7474.3
2018,4,7489.1
2018,5,7505.4
2018,6,7531.6
2018,7,7576
2018,8,7629.9
2018,9,7665.2
2018,1,7678.6
2018,11,7678.9
2018,12,7679.6
2019,1,7699.5
2019,2,7731.6
2019,3,7755.9
2019,4,7761.6
2019,5,7759.7
2019,6,7767.3
2019,7,7784.3
2019,8,7817.3
2019,9,7859.6
2019,1,7897.5
2019,11,7931.7
2019,12,7961.7
2020,1,7988
2020,2,8008
2020,3,
2020,4,
2020,5,
2020,6,
2020,7,
2020,8,
2020,9,
2020,1,
2020,11,
2020,12,
2021,1,
2021,2,
2021,3,
2021,4,
2021,5,
2021,6,
2021,7,
2002,8,
2002,9,
2002,1,1230.9
2002,11,1243.5
2002,12,1254.6
2003,1,1262.8
2003,2,1265.4
2003,3,1263.5
2003,4,1264
2003,5,1270.4
2003,6,1283
2003,7,1298.4
2003,8,1314.8
2003,9,1332.4
2003,1,1353.3
2003,11,1377.2
2003,12,1401.5
2004,1,1423.7
2004,2,1443
2004,3,1459.6
2004,4,1473.6
2004,5,1485.8
2004,6,1497.4
2004,7,1508.9
2004,8,1521.7
2004,9,1535.7
2004,1,1548.8
2004,11,1561.2
2004,12,1571.2
2005,1,1580
2005,2,1588.7
2005,3,1599.2
2005,4,1612.6
2005,5,1627.8
2005,6,1642.8
2005,7,1657.5
2005,8,1670.8
2005,9,1681.5
2005,1,1688.6
2005,11,1694.6
2005,12,1704.8
2006,1,1720.7
2006,2,1743.1
2006,3,1768.3
2006,4,1790.2
2006,5,1808.1
2006,6,1820.2
2006,7,1827.3
2006,8,1833
2006,9,1841.4
2006,1,1854.8
2006,11,1870
2006,12,1886.3
2007,1,1901.3
2007,2,1912.1
2007,3,1921
2007,4,1928.8
2007,5,1936.9
2007,6,1947.4
2007,7,1959.5
2007,8,1973.2
2007,9,1989.2
2007,1,2009.1
2007,11,2028.9
2007,12,2041.3
2008,1,2045.7
2008,2,2046.9
2008,3,2050
2008,4,2058.3
2008,5,2067.1
2008,6,2073.9
2008,7,2078.4
2008,8,2077.4
2008,9,2066.5
2008,1,2042.1
2008,11,2011.9
2008,12,1988.8
2009,1,1980
2009,2,1982.6
2009,3,1985.6
2009,4,1984.7
2009,5,1985.2
2009,6,1990.9
2009,7,1999.9
2009,8,2005.6
2009,9,2007.4
2009,1,2009.1
2009,11,2013.8
2009,12,2022
2010,1,2028.3
2010,2,2030
2010,3,2030.8
2010,4,2032.9
2010,5,2034.8
2010,6,2038
2010,7,2044.1
2010,8,2054.3
2010,9,2066.5
2010,1,2079.6
2010,11,2091.4
2010,12,2100.5
2011,1,2110.3
2011,2,2121.5
2011,3,2131.3
2011,4,2141.2
2011,5,2149.8
2011,6,2156.2
2011,7,2162.1
2011,8,2171.4
2011,9,2184.5
2011,1,2199.9
2011,11,2213.6
2011,12,2223.1
2012,1,2226.4
2012,2,2228.5
2012,3,2232.6
2012,4,2237.8
2012,5,2244.7
2012,6,2254.8
2012,7,2266.7
2012,8,2279.4
2012,9,2291.5
2012,1,2302.2
2012,11,2312.5
2012,12,2322.7
2013,1,2336.1
2013,2,2351.9
2013,3,2370.2
2013,4,2392.1
2013,5,2416.8
2013,6,2439.4
2013,7,2457.6
2013,8,2470.2
2013,9,2481.7
2013,1,2493.9
2013,11,2510.3
2013,12,2528.4
2014,1,2540.8
2014,2,2545.9
2014,3,2550.6
2014,4,2557.8
2014,5,2568.9
2014,6,2580.4
2014,7,2592.4
2014,8,2607.1
2014,9,2627
2014,1,2648.4
2014,11,2662
2014,12,2669.8
2015,1,2679.1
2015,2,2694.6
2015,3,2717.5
2015,4,2745.3
2015,5,2777.4
2015,6,2811.7
2015,7,2844.3
2015,8,2869.8
2015,9,2888.7
2015,1,2908.5
2015,11,2931.1
2015,12,2949.2
2016,1,2960.9
2016,2,2971.2
2016,3,2988.4
2016,4,3017.7
2016,5,3051.4
2016,6,3080.4
2016,7,3104.7
2016,8,3133.8
2016,9,3177.1
2016,1,3234
2016,11,3306.7
2016,12,3392.4
2017,1,3481.8
2017,2,3565.9
2017,3,3630.1
2017,4,3669.9
2017,5,3692.4
2017,6,3711.5
2017,7,3735.1
2017,8,3763.4
2017,9,3796.7
2017,1,3838
2017,11,3887.5
2017,12,3944.3
2018,1,3996.1
2018,2,4032
2018,3,4049.7
2018,4,4058.1
2018,5,4068.9
2018,6,4092.3
2018,7,4131.2
2018,8,4176.6
2018,9,4210
2018,1,4230
2018,11,4244.1
2018,12,4263.4
2019,1,4292.2
2019,2,4318.4
2019,3,4329.6
2019,4,4320.9
2019,5,4307.2
2019,6,4305.9
2019,7,4315.3
2019,8,4337.4
2019,9,4367.1
2019,1,4403.3
2019,11,4444.7
2019,12,4483.6
2020,1,4523.1
2020,2,4568.3
2020,3,
2020,4,
2020,5,
2020,6,
2020,7,
2020,8,
2020,9,
2020,1,
2020,11,
2020,12,
2021,1,
2021,2,
2021,3,
2021,4,
2021,5,
2021,6,
2021,7,
2002,8,
2002,9,
2002,1,1589
2002,11,1594.1
2002,12,1599.6
2003,1,1604.7
2003,2,1610.6
2003,3,1619
2003,4,1630.7
2003,5,1646
2003,6,1663
2003,7,1680.5
2003,8,1695.7
2003,9,1709.1
2003,1,1721.9
2003,11,1733.1
2003,12,1744
2004,1,1755.3
2004,2,1768
2004,3,1781.9
2004,4,1795.9
2004,5,1808.5
2004,6,1819
2004,7,1828.4
2004,8,1838.5
2004,9,1848.2
2004,1,1858
2004,11,1870.2
2004,12,1884.1
2005,1,1899.1
2005,2,1912.6
2005,3,1923.5
2005,4,1933.9
2005,5,1945.4
2005,6,1960
2005,7,1976.5
2005,8,1993.6
2005,9,2009.4
2005,1,2023.1
2005,11,2034.5
2005,12,2043.9
2006,1,2052.9
2006,2,2064.4
2006,3,2080.9
2006,4,2101.9
2006,5,2123.6
2006,6,2140.9
2006,7,2152.9
2006,8,2163.1
2006,9,2175.9
2006,1,2193.3
2006,11,2214.6
2006,12,2236.7
2007,1,2258.8
2007,2,2279.5
2007,3,2298.7
2007,4,2315.3
2007,5,2330
2007,6,2343.9
2007,7,2357.2
2007,8,2369.3
2007,9,2382.8
2007,1,2397.7
2007,11,2413.2
2007,12,2425.6
2008,1,2432.8
2008,2,2436.7
2008,3,2440.9
2008,4,2447.4
2008,5,2455.7
2008,6,2466.5
2008,7,2480.8
2008,8,2497
2008,9,2512.5
2008,1,2523.4
2008,11,2528.9
2008,12,2533.2
2009,1,2540.4
2009,2,2553.6
2009,3,2570.4
2009,4,2586.9
2009,5,2601.3
2009,6,2615.4
2009,7,2629.6
2009,8,2641.1
2009,9,2649.3
2009,1,2655.8
2009,11,2663.4
2009,12,2676.1
2010,1,2690.2
2010,2,2699.4
2010,3,2702.8
2010,4,2707.2
2010,5,2717.1
2010,6,2732.7
2010,7,2753.5
2010,8,2779.2
2010,9,2807
2010,1,2833.6
2010,11,2854.7
2010,12,2871.6
2011,1,2888.8
2011,2,2908.7
2011,3,2928.5
2011,4,2945.6
2011,5,2959
2011,6,2969.5
2011,7,2980.1
2011,8,2991.6
2011,9,2999.4
2011,1,3005.8
2011,11,3014.7
2011,12,3026.4
2012,1,3040.9
2012,2,3058.9
2012,3,3078.4
2012,4,3093.9
2012,5,3105.9
2012,6,3116.9
2012,7,3125.2
2012,8,3133.4
2012,9,3142.1
2012,1,3152.2
2012,11,3166.2
2012,12,3182.3
2013,1,3198.8
2013,2,3210.3
2013,3,3216.9
2013,4,3223.6
2013,5,3234
2013,6,3248.4
2013,7,3262
2013,8,3272.6
2013,9,3283.9
2013,1,3294.6
2013,11,3305.9
2013,12,3317
2014,1,3325.8
2014,2,3332.9
2014,3,3341.4
2014,4,3351.4
2014,5,3361.1
2014,6,3367.9
2014,7,3374.1
2014,8,3379.3
2014,9,3385.4
2014,1,3393.7
2014,11,3401.5
2014,12,3410.4
2015,1,3419.3
2015,2,3428.1
2015,3,3436.6
2015,4,3443.7
2015,5,3450.2
2015,6,3457.9
2015,7,3465.5
2015,8,3470.1
2015,9,3472.2
2015,1,3475.9
2015,11,3482.4
2015,12,3490.4
2016,1,3498.6
2016,2,3503.7
2016,3,3506.7
2016,4,3513.8
2016,5,3524.6
2016,6,3531.8
2016,7,3533.5
2016,8,3528.5
2016,9,3518.3
2016,1,3508.1
2016,11,3504.7
2016,12,3503.3
2017,1,3500.3
2017,2,3498.4
2017,3,3498.4
2017,4,3496.2
2017,5,3490.6
2017,6,3480.8
2017,7,3467.6
2017,8,3461.1
2017,9,3467.7
2017,1,3479.1
2017,11,3480.4
2017,12,3470.2
2018,1,3453.4
2018,2,3437
2018,3,3427.9
2018,4,3427.4
2018,5,3431.4
2018,6,3438.8
2018,7,3450.3
2018,8,3458.4
2018,9,3454
2018,1,3440.8
2018,11,3425.8
2018,12,3416.7
2019,1,3418.3
2019,2,3427.3
2019,3,3434.3
2019,4,3434.6
2019,5,3433.7
2019,6,3438.7
2019,7,3451.5
2019,8,3468.5
2019,9,3481.8
2019,1,3484.9
2019,11,3479.3
2019,12,3468.9
2020,1,3454.8
2020,2,3433.6
2020,3,
2020,4,
2020,5,
2020,6,
2020,7,
2020,8,
2020,9,
2020,1,
2020,11,
2020,12,
2021,1,
2021,2,
2021,3,
2021,4,
2021,5,
2021,6,
2021,7,
2000,1,
2000,2,
2000,3,
2000,4,
2000,5,
2000,6,
2000,7,
2000,8,
2000,9,
2000,1,
2000,11,
2000,12,
2001,1,
2001,2,
2001,3,
2001,4,
2001,5,
2001,6,
2001,7,
2001,8,
2001,9,
2001,1,
2001,11,
2001,12,
2002,1,
2002,2,
2002,3,
2002,4,
2002,5,
2002,6,
2002,7,
2002,8,
2002,9,
2002,1,773.7
2002,11,778.7
2002,12,910.6
2003,1,776.8
2003,2,724.6
2003,3,782.5
2003,4,755.9
2003,5,786.7
2003,6,737.8
2003,7,782
2003,8,804.5
2003,9,765.8
2003,1,839.1
2003,11,833
2003,12,980.9
2004,1,840.2
2004,2,793
2004,3,835
2004,4,819.9
2004,5,829.8
2004,6,797.5
2004,7,846.9
2004,8,836.9
2004,9,827.8
2004,1,875.2
2004,11,894.3
2004,12,1068.2
2005,1,902.2
2005,2,849.2
2005,3,923.6
2005,4,886.2
2005,5,894.9
2005,6,878.5
2005,7,909.2
2005,8,912.9
2005,9,914.1
2005,1,970.3
2005,11,980
2005,12,1154.6
2006,1,963.9
2006,2,903.1
2006,3,992.5
2006,4,968.1
2006,5,974.9
2006,6,950.7
2006,7,979.1
2006,8,993.8
2006,9,978.7
2006,1,1049.2
2006,11,1069
2006,12,1257.3
2007,1,1046.1
2007,2,997.6
2007,3,1094
2007,4,1034.4
2007,5,1061.5
2007,6,1028.1
2007,7,1045.1
2007,8,1080.1
2007,9,1057.8
2007,1,1115
2007,11,1142.8
2007,12,1340.3
2008,1,1131.9
2008,2,1096.5
2008,3,1166
2008,4,1089.4
2008,5,1134.9
2008,6,1062.2
2008,7,1108.8
2008,8,1155.4
2008,9,1131.9
2008,1,1220
2008,11,1238.4
2008,12,1440
2009,1,1244.3
2009,2,1141.5
2009,3,1236.4
2009,4,1214.8
2009,5,1239.8
2009,6,1176.4
2009,7,1232.7
2009,8,1248.4
2009,9,1219.5
2009,1,1298.2
2009,11,1275.6
2009,12,1530
2010,1,1281.9
2010,2,1195.4
2010,3,1310.7
2010,4,1240.5
2010,5,1263.4
2010,6,1210.3
2010,7,1283.8
2010,8,1276.9
2010,9,1283.9
2010,1,1392.7
2010,11,1384.3
2010,12,1651
2011,1,1378.6
2011,2,1295.5
2011,3,1414.8
2011,4,1384.3
2011,5,1374.9
2011,6,1345.4
2011,7,1400.3
2011,8,1398.7
2011,9,1402
2011,1,1474.4
2011,11,1451.9
2011,12,1742.5
2012,1,1441.3
2012,2,1405.3
2012,3,1503.9
2012,4,1426.3
2012,5,1445
2012,6,1409.3
2012,7,1434.8
2012,8,1478
2012,9,1444.3
2012,1,1503.9
2012,11,1528.3
2012,12,1798.7
2013,1,1525.8
2013,2,1424.7
2013,3,1553.7
2013,4,1443.5
2013,5,1492.2
2013,6,1435.5
2013,7,1470.4
2013,8,1522.9
2013,9,1465.1
2013,1,1571.2
2013,11,1600.2
2013,12,1855.9
2014,1,1571.4
2014,2,1464.8
2014,3,1599.5
2014,4,1533.4
2014,5,1595
2014,6,1497
2014,7,1562.1
2014,8,1599.5
2014,9,1537
2014,1,1658.7
2014,11,1667.3
2014,12,1955.8
2015,1,1703.3
2015,2,1557.6
2015,3,1693.7
2015,4,1619.8
2015,5,1665.3
2015,6,1582.2
2015,7,1652.6
2015,8,1677.8
2015,9,1637.5
2015,1,1779.2
2015,11,1747.1
2015,12,2079.6
2016,1,1756.1
2016,2,1706.2
2016,3,1805.7
2016,4,1718
2016,5,1730.9
2016,6,1678
2016,7,1743.7
2016,8,1729.9
2016,9,1725
2016,1,1840.1
2016,11,1848.2
2016,12,2198.1
2017,1,1863.3
2017,2,1762.9
2017,3,1917.9
2017,4,1864.4
2017,5,1863.6
2017,6,1810.8
2017,7,1853.7
2017,8,1883.6
2017,9,1861.5
2017,1,1957.8
2017,11,1986.7
2017,12,2343.2
2018,1,1966
2018,2,1841.2
2018,3,2083
2018,4,1864.5
2018,5,1948.6
2018,6,1885.9
2018,7,1923.2
2018,8,1970.7
2018,9,1950.2
2018,1,2053.3
2018,11,2068.6
2018,12,2420.5
2019,1,2065.6
2019,2,1938
2019,3,2126.2
2019,4,2002
2019,5,2039.5
2019,6,1947.7
2019,7,1981.5
2019,8,2055.5
2019,9,1996
2019,1,2122.1
2019,11,2169.2
2019,12,2501.3
2020,1,2142.3
2020,2,2128
2020,3,2612.3
2020,4,2194
2020,5,2293.2
2020,6,2152.7
2020,7,2226.9
2020,8,2320.7
2020,9,2201.7
2020,1,2332.3
2020,11,2284.7
2020,12,2689.7
2021,1,2262.2
2021,2,2094.6
2021,3,2289.2
2021,4,2185.3
2021,5,2255.5
2021,6,2191.5
2021,7,2291.7
2000,1,
2000,2,
2000,3,
2000,4,
2000,5,
2000,6,
2000,7,
2000,8,
2000,9,
2000,1,
2000,11,
2000,12,
2001,1,
2001,2,
2001,3,
2001,4,
2001,5,
2001,6,
2001,7,
2001,8,
2001,9,
2001,1,
2001,11,
2001,12,
2002,1,
2002,2,
2002,3,
2002,4,
2002,5,
2002,6,
2002,7,
2002,8,
2002,9,
2002,1,684.4
2002,11,713.8
2002,12,1037.2
2003,1,666.7
2003,2,603.4
2003,3,664.7
2003,4,664.1
2003,5,685.6
2003,6,637.2
2003,7,690.8
2003,8,673.9
2003,9,670.4
2003,1,742.5
2003,11,786.3
2003,12,1141.5
2004,1,714.4
2004,2,663.4
2004,3,724
2004,4,721.7
2004,5,725.8
2004,6,690.5
2004,7,745.4
2004,8,708.8
2004,9,717.6
2004,1,780.5
2004,11,823.5
2004,12,1175.3
2005,1,768.5
2005,2,709.5
2005,3,790.2
2005,4,782.9
2005,5,765.3
2005,6,750.8
2005,7,790.3
2005,8,760.1
2005,9,775.9
2005,1,838.8
2005,11,881.4
2005,12,1251.6
2006,1,802.6
2006,2,742.7
2006,3,841.3
2006,4,805.6
2006,5,826.8
2006,6,808.2
2006,7,820.2
2006,8,804
2006,9,831.2
2006,1,889.3
2006,11,942.7
2006,12,1372.5
2007,1,875.7
2007,2,819.5
2007,3,918
2007,4,872.7
2007,5,876.6
2007,6,873.2
2007,7,874.3
2007,8,874.8
2007,9,888.9
2007,1,946.1
2007,11,1017.8
2007,12,1435.7
2008,1,899.6
2008,2,870
2008,3,901.3
2008,4,866.3
2008,5,895.7
2008,6,818.9
2008,7,870.8
2008,8,860.4
2008,9,858.1
2008,1,943
2008,11,988.6
2008,12,1450.3
2009,1,916.2
2009,2,831
2009,3,900.3
2009,4,877.2
2009,5,903.7
2009,6,830.8
2009,7,885.6
2009,8,860.7
2009,9,870.7
2009,1,953.3
2009,11,998.1
2009,12,1444.2
2010,1,915.1
2010,2,821.7
2010,3,929.6
2010,4,872
2010,5,893.9
2010,6,847.9
2010,7,901.3
2010,8,850.6
2010,9,908.8
2010,1,932.7
2010,11,1010.3
2010,12,1473.2
2011,1,922.4
2011,2,816
2011,3,932.6
2011,4,914.1
2011,5,899.9
2011,6,879.3
2011,7,930.2
2011,8,871.5
2011,9,900.5
2011,1,979.7
2011,11,1046.7
2011,12,1531.3
2012,1,945.7
2012,2,887.5
2012,3,966.1
2012,4,912
2012,5,947.2
2012,6,922.3
2012,7,927.3
2012,8,915.5
2012,9,919.1
2012,1,1009.9
2012,11,1108.6
2012,12,1586.5
2013,1,994.7
2013,2,904.8
2013,3,1001.3
2013,4,987.2
2013,5,1010.1
2013,6,965
2013,7,986.8
2013,8,993.2
2013,9,954.5
2013,1,1087.4
2013,11,1177.4
2013,12,1640.7
2014,1,1032.9
2014,2,938.6
2014,3,1040.4
2014,4,1009.9
2014,5,1056.6
2014,6,970.7
2014,7,1021.3
2014,8,996.8
2014,9,999.7
2014,1,1140.4
2014,11,1211.5
2014,12,1716.3
2015,1,1108.6
2015,2,1001.3
2015,3,1096.5
2015,4,1062.6
2015,5,1104.7
2015,6,1036.9
2015,7,1075.2
2015,8,1055.4
2015,9,1080.5
2015,1,1226.4
2015,11,1272.5
2015,12,1809.7
2016,1,1152.6
2016,2,1089.3
2016,3,1164.1
2016,4,1153.8
2016,5,1144.9
2016,6,1112.7
2016,7,1145.5
2016,8,1084.9
2016,9,1141.2
2016,1,1250
2016,11,1315.3
2016,12,1861.7
2017,1,1226.5
2017,2,1106.7
2017,3,1225.7
2017,4,1196.3
2017,5,1216.8
2017,6,1166.6
2017,7,1194.5
2017,8,1151.1
2017,9,1186.9
2017,1,1313.6
2017,11,1437.1
2017,12,1982.5
2018,1,1269.9
2018,2,1153.5
2018,3,1306.7
2018,4,1234.8
2018,5,1268.2
2018,6,1237
2018,7,1229.9
2018,8,1227.7
2018,9,1260.5
2018,1,1402.1
2018,11,1534.9
2018,12,2019.4
2019,1,1351.9
2019,2,1213.9
2019,3,1319.3
2019,4,1305.9
2019,5,1316.9
2019,6,1285.2
2019,7,1287.6
2019,8,1302.9
2019,9,1294.9
2019,1,1444.3
2019,11,1676.1
2019,12,2159.2
2020,1,1434
2020,2,1359.1
2020,3,1349.2
2020,4,362.9
2020,5,1439.3
2020,6,1595.6
2020,7,1546.5
2020,8,1357.9
2020,9,1544.5
2020,1,1687.9
2020,11,1818.8
2020,12,2303.9
2021,1,1548.7
2021,2,1378.6
2021,3,1539.9
2021,4,1565.2
2021,5,1594.7
2021,6,1560.7
2021,7,1594.8
2000,1,
2000,2,
2000,3,
2000,4,
2000,5,
2000,6,
2000,7,
2000,8,
2000,9,
2000,1,
2000,11,
2000,12,
2001,1,
2001,2,
2001,3,
2001,4,
2001,5,
2001,6,
2001,7,
2001,8,
2001,9,
2001,1,
2001,11,
2001,12,
2002,1,
2002,2,
2002,3,
2002,4,
2002,5,
2002,6,
2002,7,
2002,8,
2002,9,
2002,1,297.3
2002,11,309
2002,12,339.6
2003,1,339
2003,2,320
2003,3,345.5
2003,4,317.4
2003,5,293.7
2003,6,269.5
2003,7,296.5
2003,8,301.9
2003,9,291.9
2003,1,305.7
2003,11,320
2003,12,355.3
2004,1,357.7
2004,2,340.6
2004,3,348.4
2004,4,341.6
